campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ctr_pct,conversion_rate_pct
76427,New User Discount,2024-01-13,Premium,Email,7880,481,100,2961.8,8880.71,2.33,6.104060913705584,20.79002079002079
818893,Weekend Special,2024-01-13,New Users,Social Media,9192,793,83,2186.96,8027.68,3.88,8.627067014795474,10.466582597730138
701915,Festival Offer,2024-01-13,New Users,App,8480,852,42,4513.72,4785.34,3.53,10.047169811320755,4.929577464788732
614369,Flash Sale,2024-01-13,Inactive,Email,1970,719,13,4339.37,5347.82,3.93,36.49746192893401,1.808066759388039
272335,Membership Drive,2024-01-13,Inactive,SMS,4043,795,31,2511.57,6726.25,3.8,19.663616126638633,3.89937106918239
978223,Category Promotion,2024-01-13,Inactive,SMS,8307,482,20,2702.15,6900.92,3.84,5.8023353798001684,4.149377593360995
224613,App Push Notification,2024-01-13,Inactive,Email,4425,916,77,4954.62,3670.38,2.33,20.70056497175141,8.406113537117903
51032,Email Campaign,2024-01-13,Premium,App,6681,764,64,2166.84,4162.17,1.96,11.435413860200569,8.37696335078534
128196,Referral Program,2024-01-13,All,SMS,3562,670,85,3034.11,2549.48,1.6,18.809657495788883,12.686567164179104
44995,New User Discount,2024-01-12,New Users,App,8492,555,44,4186.96,9300.46,3.94,6.535562882713142,7.927927927927928
294232,Weekend Special,2024-01-12,Inactive,SMS,4619,591,61,1647.83,2626.4,2.59,12.794977267806884,10.321489001692047
781860,Festival Offer,2024-01-12,Inactive,SMS,7724,806,27,2636.78,5763.29,3.26,10.435007767995858,3.3498759305210917
173686,Flash Sale,2024-01-12,New Users,SMS,4450,537,64,4525.12,6089.65,3.66,12.067415730337078,11.91806331471136
437253,Membership Drive,2024-01-12,All,SMS,2852,691,30,1172.03,6635.22,1.88,24.228611500701263,4.341534008683068
948324,Category Promotion,2024-01-12,All,App,2897,304,62,4474.2,2266.26,3.44,10.493614083534691,20.394736842105264
659873,App Push Notification,2024-01-12,Premium,Email,6239,748,31,1932.46,6033.74,2.85,11.989100817438691,4.144385026737968
159637,Email Campaign,2024-01-12,New Users,Social Media,8523,144,15,1325.84,2892.64,3.28,1.689545934530095,10.416666666666668
575395,Referral Program,2024-01-12,All,SMS,8578,186,47,3093.53,6806.45,2.93,2.168337607833994,25.268817204301076
449505,New User Discount,2024-01-11,New Users,Email,3360,755,35,4270.82,3158.53,2.5,22.470238095238095,4.635761589403973
619450,Weekend Special,2024-01-11,Premium,App,2205,527,68,4274.75,6006.35,3.1,23.900226757369612,12.903225806451612
409830,Festival Offer,2024-01-11,All,Social Media,8916,261,67,4814.17,3469.35,1.98,2.9273216689098254,25.67049808429119
162569,Flash Sale,2024-01-11,All,Email,1558,727,44,4378.59,3603.04,1.51,46.662387676508345,6.052269601100413
220343,Membership Drive,2024-01-11,New Users,Social Media,9777,994,81,2607.38,2976.85,1.52,10.166717807098292,8.148893360160967
655868,Category Promotion,2024-01-11,New Users,Email,4756,670,61,3510.33,8818.44,1.84,14.087468460891506,9.104477611940299
834878,App Push Notification,2024-01-11,Inactive,Social Media,8843,119,66,3009.34,6421.91,3.59,1.3456971615967432,55.46218487394958
666226,Email Campaign,2024-01-11,Inactive,SMS,8860,652,56,1130.97,7607.6,2.3,7.358916478555305,8.588957055214724
122657,Referral Program,2024-01-11,Premium,Email,9941,581,23,2706.39,6117.85,2.18,5.84448244643396,3.9586919104991396
502983,New User Discount,2024-01-10,Premium,SMS,7561,705,53,4855.26,3785.19,2.92,9.324163470440418,7.5177304964539005
523873,Weekend Special,2024-01-10,All,Social Media,7517,987,36,1103.93,9178.13,3.58,13.130238126912333,3.64741641337386
404103,Festival Offer,2024-01-10,New Users,SMS,1581,156,74,1592.22,7511.57,1.61,9.867172675521822,47.43589743589743
670150,Flash Sale,2024-01-10,All,Social Media,4446,715,79,3601.41,4563.55,2.28,16.08187134502924,11.048951048951048
157866,Membership Drive,2024-01-10,New Users,App,3538,940,75,2515.83,2474.8,1.79,26.568682871678917,7.9787234042553195
281799,Category Promotion,2024-01-10,Premium,Email,5565,826,50,3425.01,2359.65,2.32,14.842767295597485,6.053268765133172
382622,App Push Notification,2024-01-10,Inactive,App,3799,124,32,3938.6,4018.14,3.07,3.264016846538563,25.806451612903224
81600,Email Campaign,2024-01-10,New Users,SMS,1146,912,12,1156.31,3865.04,2.38,79.58115183246073,1.3157894736842104
984295,Referral Program,2024-01-10,Inactive,App,5875,862,93,4067.05,2316.31,3.25,14.672340425531916,10.788863109048725
156487,New User Discount,2024-01-09,Inactive,Email,7131,875,58,3953.57,7849.28,3.75,12.2703688122283,6.628571428571428
11880,Weekend Special,2024-01-09,All,Email,3636,928,11,2470.75,4370.14,1.91,25.522552255225524,1.1853448275862069
688485,Festival Offer,2024-01-09,All,App,5281,813,53,4381.33,4480.57,3.0,15.394811588714258,6.519065190651907
541350,Flash Sale,2024-01-09,Premium,SMS,2203,537,49,4260.69,3319.63,2.46,24.375851112119836,9.124767225325884
788073,Membership Drive,2024-01-09,New Users,SMS,3206,966,18,1761.0,9793.61,1.73,30.131004366812224,1.8633540372670807
575835,Category Promotion,2024-01-09,All,SMS,5362,574,62,2139.28,6182.96,3.18,10.704960835509137,10.801393728222997
747767,App Push Notification,2024-01-09,Premium,SMS,4988,380,36,4806.84,5281.03,2.24,7.618283881315156,9.473684210526317
358975,Email Campaign,2024-01-09,New Users,App,1834,145,53,2638.64,9436.54,3.17,7.9062159214830965,36.55172413793103
192859,Referral Program,2024-01-09,All,Email,2207,429,37,2387.57,8605.8,2.93,19.438151336656095,8.624708624708624
586559,New User Discount,2024-01-08,All,App,1147,445,38,3395.67,7007.7,1.8,38.79686137750654,8.539325842696629
238012,Weekend Special,2024-01-08,New Users,Social Media,5475,903,15,3458.33,8524.98,2.0,16.493150684931507,1.6611295681063125
343938,Festival Offer,2024-01-08,All,App,9741,501,16,4204.28,3376.62,2.88,5.143209116107176,3.1936127744510974
233812,Flash Sale,2024-01-08,Premium,Social Media,3047,615,31,1271.59,3204.38,2.84,20.183787331801774,5.040650406504065
845702,Membership Drive,2024-01-08,Inactive,Social Media,2281,320,35,2061.99,3994.19,1.81,14.028934677772906,10.9375
299375,Category Promotion,2024-01-08,Premium,App,9049,928,59,3500.7,5723.33,3.59,10.255276826168638,6.357758620689655
509948,App Push Notification,2024-01-08,Premium,Social Media,2811,269,56,4101.46,7448.05,2.37,9.569548203486304,20.817843866171003
633839,Email Campaign,2024-01-08,All,SMS,2877,231,52,4293.35,3378.49,3.57,8.02919708029197,22.51082251082251
666791,Referral Program,2024-01-08,New Users,SMS,9125,939,96,2145.45,7722.57,3.5,10.29041095890411,10.223642172523961
66016,New User Discount,2024-01-07,New Users,Social Media,3114,145,40,3548.01,2065.71,3.75,4.6563904945407835,27.586206896551722
627863,Weekend Special,2024-01-07,Premium,App,1467,969,27,2726.89,6698.39,3.48,66.05316973415133,2.786377708978328
152369,Festival Offer,2024-01-07,Premium,Social Media,7811,862,77,2589.32,7710.36,2.32,11.03571885802074,8.932714617169374
430194,Flash Sale,2024-01-07,New Users,App,3777,840,89,1496.57,2241.58,3.59,22.23987291501191,10.595238095238095
434732,Membership Drive,2024-01-07,All,App,5932,419,89,4320.6,4126.88,3.66,7.063385030343898,21.241050119331742
59157,Category Promotion,2024-01-07,All,App,6797,587,97,3058.87,2304.46,3.04,8.636163013094011,16.524701873935264
951586,App Push Notification,2024-01-07,All,SMS,6959,720,20,3369.11,3604.87,2.21,10.346314125592757,2.7777777777777777
636480,Email Campaign,2024-01-07,Inactive,SMS,6623,649,30,3997.94,8797.88,2.53,9.799184659519856,4.622496147919876
54353,Referral Program,2024-01-07,All,Social Media,2788,233,75,2217.59,7554.83,2.72,8.357245337159254,32.18884120171674
396960,New User Discount,2024-01-06,Premium,App,6306,733,63,2035.91,9527.95,3.21,11.62385030130035,8.594815825375171
309714,Weekend Special,2024-01-06,Premium,App,1034,467,41,2209.12,2445.67,1.69,45.16441005802708,8.779443254817988
403530,Festival Offer,2024-01-06,All,App,9845,735,49,3503.85,8850.87,1.51,7.465718638902996,6.666666666666667
465804,Flash Sale,2024-01-06,New Users,Social Media,6628,346,77,2418.62,3591.11,1.77,5.220277610138805,22.254335260115607
318200,Membership Drive,2024-01-06,New Users,SMS,8225,404,45,4561.73,7726.56,2.79,4.911854103343465,11.138613861386139
352736,Category Promotion,2024-01-06,Inactive,App,7538,159,63,1135.21,6872.38,3.31,2.1093128150703104,39.62264150943396
15274,App Push Notification,2024-01-06,Inactive,Social Media,6352,106,23,2355.63,5374.33,2.77,1.6687657430730478,21.69811320754717
738748,Email Campaign,2024-01-06,Inactive,SMS,6854,700,70,1715.19,8419.27,2.38,10.213014298220017,10.0
767570,Referral Program,2024-01-06,Premium,Social Media,4963,313,44,2476.22,2533.2,2.29,6.306669353213781,14.057507987220447
573627,New User Discount,2024-01-05,New Users,SMS,3475,300,100,3927.42,9820.65,1.59,8.633093525179856,33.33333333333333
168394,Weekend Special,2024-01-05,New Users,Social Media,3243,732,28,1548.02,3635.64,3.77,22.571692876965773,3.825136612021858
840300,Festival Offer,2024-01-05,All,App,5447,243,76,2623.48,3409.45,2.65,4.461171286946943,31.275720164609055
466430,Flash Sale,2024-01-05,New Users,SMS,1933,743,80,3073.09,5348.34,1.99,38.43766166580445,10.767160161507402
352001,Membership Drive,2024-01-05,Premium,App,2692,753,27,2796.51,3305.01,2.64,27.971768202080238,3.5856573705179287
179831,Category Promotion,2024-01-05,Premium,SMS,7654,899,74,1960.11,8611.94,3.02,11.74549255291351,8.231368186874304
781963,App Push Notification,2024-01-05,Premium,App,2360,615,84,2401.54,8749.45,1.66,26.059322033898308,13.658536585365855
19099,Email Campaign,2024-01-05,Premium,App,5257,619,29,3597.16,7778.16,3.47,11.774776488491536,4.68497576736672
581816,Referral Program,2024-01-05,Premium,SMS,2033,652,45,4225.84,2348.98,1.95,32.07083128381702,6.901840490797547
574823,New User Discount,2024-01-04,Inactive,Email,8540,148,27,3498.87,4227.69,3.25,1.7330210772833723,18.243243243243242
207011,Weekend Special,2024-01-04,Premium,SMS,3841,389,98,4848.66,5918.23,3.35,10.127570945066388,25.19280205655527
131357,Festival Offer,2024-01-04,All,Social Media,3322,244,27,3424.0,2855.59,3.54,7.344972907886815,11.065573770491802
501651,Flash Sale,2024-01-04,All,App,4671,346,66,4395.49,7656.24,1.67,7.4074074074074066,19.07514450867052
974303,Membership Drive,2024-01-04,New Users,Email,1331,396,49,3411.51,2277.8,2.34,29.75206611570248,12.373737373737374
281943,Category Promotion,2024-01-04,All,Social Media,6146,277,63,2005.42,4961.34,1.65,4.506996420436056,22.743682310469314
600143,App Push Notification,2024-01-04,All,App,5320,417,64,2912.93,2117.06,3.79,7.838345864661654,15.347721822541965
198302,Email Campaign,2024-01-04,New Users,SMS,8223,382,72,1307.97,3665.13,2.6,4.64550650614131,18.848167539267017
782574,Referral Program,2024-01-04,New Users,SMS,8052,333,80,3357.57,8042.29,3.61,4.135618479880774,24.024024024024023
83011,New User Discount,2024-01-03,All,Social Media,9975,206,11,4614.63,4522.82,2.93,2.0651629072681708,5.339805825242718
900420,Weekend Special,2024-01-03,Premium,SMS,8409,441,29,1061.51,3493.54,2.58,5.244381020335355,6.575963718820861
153041,Festival Offer,2024-01-03,All,App,7594,148,66,1012.35,3175.29,2.19,1.9489070318672637,44.5945945945946
250530,Flash Sale,2024-01-03,New Users,Email,2212,267,96,3401.14,5041.08,3.33,12.070524412296564,35.95505617977528
904757,Membership Drive,2024-01-03,Inactive,Social Media,2617,442,94,1643.99,6545.12,3.33,16.88956820787161,21.266968325791854
838753,Category Promotion,2024-01-03,Premium,Social Media,7658,271,57,4709.86,4842.85,1.89,3.5387829720553667,21.033210332103323
965694,App Push Notification,2024-01-03,All,SMS,7131,854,57,3485.89,3251.54,2.54,11.97587996073482,6.674473067915692
132692,Email Campaign,2024-01-03,New Users,SMS,6085,248,25,1689.83,2465.95,3.47,4.075595727198028,10.080645161290322
516024,Referral Program,2024-01-03,All,SMS,4253,748,72,4412.96,3230.86,2.36,17.587585233952506,9.62566844919786
143826,New User Discount,2024-01-02,Inactive,Social Media,2625,526,90,1721.76,4876.46,3.42,20.038095238095238,17.110266159695815
278905,Weekend Special,2024-01-02,Premium,Email,7932,318,64,3528.86,6951.94,2.4,4.009077155824508,20.125786163522015
622100,Festival Offer,2024-01-02,All,Social Media,2933,716,63,3389.02,6573.57,2.13,24.411864984657345,8.798882681564246
999371,Flash Sale,2024-01-02,All,Email,8809,139,83,4272.45,7206.68,2.46,1.5779316608014529,59.71223021582733
200302,Membership Drive,2024-01-02,Premium,Social Media,4972,400,34,3664.76,4329.35,2.21,8.045052292839904,8.5
413863,Category Promotion,2024-01-02,Premium,Email,5846,293,37,2628.26,2143.92,3.59,5.011973999315771,12.627986348122866
86408,App Push Notification,2024-01-02,All,App,3339,961,70,2724.52,6289.95,2.42,28.781072177298594,7.284079084287201
123130,Email Campaign,2024-01-02,Premium,Social Media,6254,133,38,4809.77,2055.27,3.46,2.1266389510713144,28.57142857142857
98542,Referral Program,2024-01-02,All,SMS,9575,784,36,2989.16,9439.46,2.7,8.18798955613577,4.591836734693878
618257,New User Discount,2024-01-01,Premium,Social Media,1032,375,31,1112.6,8935.66,2.51,36.337209302325576,8.266666666666666
832518,Weekend Special,2024-01-01,New Users,Social Media,3978,771,56,2417.18,6432.03,1.93,19.3815987933635,7.263294422827498
550199,Festival Offer,2024-01-01,New Users,Social Media,5161,166,78,3217.29,8821.81,2.52,3.2164309242394884,46.98795180722892
558674,Flash Sale,2024-01-01,Inactive,Social Media,3918,207,31,3308.92,6660.71,2.1,5.283307810107198,14.975845410628018
44051,Membership Drive,2024-01-01,All,App,1592,229,93,3678.47,7387.45,1.52,14.384422110552764,40.61135371179039
360798,Category Promotion,2024-01-01,Inactive,Email,1301,553,11,3686.46,4347.27,2.08,42.50576479631053,1.9891500904159132
172026,App Push Notification,2024-01-01,All,Social Media,6136,246,98,1393.72,4009.31,1.69,4.009126466753585,39.83739837398374
967101,Email Campaign,2024-01-01,New Users,Email,8076,262,32,1191.64,5283.69,2.08,3.2441802872709267,12.213740458015266
406101,Referral Program,2024-01-01,Inactive,App,1411,166,17,1980.18,4767.67,2.68,11.76470588235294,10.240963855421686
755869,New User Discount,2023-12-31,Inactive,Email,4454,963,87,3009.29,3120.65,1.62,21.621014818140996,9.034267912772584
989367,Weekend Special,2023-12-31,All,Email,5322,462,44,4288.08,5955.59,3.3,8.680947012401354,9.523809523809524
959183,Festival Offer,2023-12-31,Inactive,SMS,6997,403,81,2755.1,7493.42,3.9,5.7596112619694155,20.099255583126553
389881,Flash Sale,2023-12-31,Premium,Email,2430,136,35,1540.98,6278.88,1.61,5.596707818930041,25.735294117647058
337940,Membership Drive,2023-12-31,Inactive,Social Media,1778,582,58,2383.12,6399.35,1.85,32.73340832395951,9.965635738831615
878745,Category Promotion,2023-12-31,New Users,Email,1529,101,36,1781.97,6723.1,1.72,6.605624591236102,35.64356435643564
329676,App Push Notification,2023-12-31,Inactive,Social Media,8176,814,27,4166.48,3199.17,2.7,9.9559686888454,3.3169533169533167
9609,Email Campaign,2023-12-31,Premium,SMS,6133,116,81,1402.0,6264.58,3.42,1.8914071416924831,69.82758620689656
315016,Referral Program,2023-12-31,New Users,SMS,1583,338,43,3710.9,6712.55,3.53,21.351863550221097,12.721893491124261
759871,New User Discount,2023-12-30,New Users,Email,4332,147,64,2903.1,3716.52,1.8,3.393351800554017,43.53741496598639
202727,Weekend Special,2023-12-30,Inactive,Email,9539,778,34,4594.74,9711.07,2.24,8.155991194045498,4.370179948586118
810235,Festival Offer,2023-12-30,Inactive,Social Media,6145,309,95,4262.3,6253.08,1.72,5.028478437754272,30.74433656957929
187197,Flash Sale,2023-12-30,All,App,2692,294,38,3682.11,6524.92,1.89,10.921248142644874,12.925170068027212
723351,Membership Drive,2023-12-30,Inactive,Social Media,7855,539,19,2192.7,2267.44,3.84,6.86187141947804,3.525046382189239
850537,Category Promotion,2023-12-30,New Users,App,9364,133,96,4916.24,4778.68,3.22,1.4203331909440409,72.18045112781954
414575,App Push Notification,2023-12-30,Inactive,Email,6605,554,53,2873.96,2394.82,3.0,8.387585162755489,9.566787003610107
502922,Email Campaign,2023-12-30,Inactive,Social Media,8177,738,100,4570.5,7674.97,2.87,9.025314907667848,13.550135501355012
957549,Referral Program,2023-12-30,Inactive,App,6306,683,10,3562.6,4430.11,2.87,10.830954646368538,1.4641288433382138
296457,New User Discount,2023-12-29,Premium,SMS,6308,551,39,1429.17,7743.41,3.2,8.734939759036145,7.078039927404718
113949,Weekend Special,2023-12-29,New Users,Social Media,7249,771,77,3512.29,4165.5,2.62,10.635949786177404,9.987029831387808
875277,Festival Offer,2023-12-29,Inactive,Social Media,7881,887,39,3743.1,7712.71,2.03,11.254916888719706,4.3968432919954905
6811,Flash Sale,2023-12-29,New Users,Social Media,1440,315,21,2243.75,3967.38,3.98,21.875,6.666666666666667
591307,Membership Drive,2023-12-29,New Users,SMS,8743,560,16,1784.6,6583.0,1.51,6.405124099279423,2.857142857142857
429132,Category Promotion,2023-12-29,Premium,SMS,4044,631,14,1043.09,2825.34,2.86,15.603363006923837,2.218700475435816
355919,App Push Notification,2023-12-29,All,SMS,3076,958,16,2064.76,7863.81,2.85,31.144343302990897,1.6701461377870561
536930,Email Campaign,2023-12-29,All,Social Media,9647,418,60,1685.59,6677.51,1.74,4.3329532497149374,14.354066985645932
162944,Referral Program,2023-12-29,Inactive,App,7861,118,94,4667.93,7921.14,2.87,1.5010812873680193,79.66101694915254
748393,New User Discount,2023-12-28,All,SMS,3346,715,26,2621.58,3526.93,2.84,21.368798565451286,3.6363636363636362
290761,Weekend Special,2023-12-28,New Users,SMS,4255,422,54,3435.16,7833.63,3.84,9.917743830787309,12.796208530805686
449695,Festival Offer,2023-12-28,All,App,6696,381,92,3610.94,5311.08,2.16,5.689964157706093,24.146981627296586
565467,Flash Sale,2023-12-28,Inactive,App,2703,519,76,1225.7,7143.82,2.65,19.20088790233074,14.64354527938343
14906,Membership Drive,2023-12-28,All,Email,4022,223,38,1064.94,4489.99,2.77,5.544505221282944,17.040358744394617
94715,Category Promotion,2023-12-28,All,Social Media,6228,872,27,3911.26,7865.22,3.79,14.001284521515736,3.096330275229358
580306,App Push Notification,2023-12-28,All,Email,6554,417,36,2029.44,5981.06,1.9,6.362526701251145,8.633093525179856
472481,Email Campaign,2023-12-28,All,Email,2606,845,68,4981.87,2038.51,2.0,32.425172678434386,8.04733727810651
709602,Referral Program,2023-12-28,Inactive,SMS,9518,804,85,2816.37,3937.57,3.83,8.447152763185544,10.572139303482588
692048,New User Discount,2023-12-27,Premium,Email,7969,705,89,4166.02,5543.05,2.92,8.84678127745012,12.624113475177303
544266,Weekend Special,2023-12-27,Premium,SMS,8390,775,41,2891.23,4558.16,2.02,9.237187127532778,5.290322580645161
50477,Festival Offer,2023-12-27,Inactive,Social Media,2529,173,57,1498.67,8971.7,2.73,6.840648477659155,32.947976878612714
332981,Flash Sale,2023-12-27,Premium,App,6525,627,46,2183.05,9898.73,3.3,9.60919540229885,7.336523125996811
365732,Membership Drive,2023-12-27,Inactive,Email,7506,246,53,4493.88,5616.31,3.92,3.277378097521982,21.544715447154474
574973,Category Promotion,2023-12-27,New Users,App,1579,709,13,3975.73,7671.56,1.59,44.90183660544648,1.8335684062059237
858673,App Push Notification,2023-12-27,Inactive,Social Media,5044,385,34,2412.3,7470.48,2.23,7.632831086439334,8.831168831168831
941043,Email Campaign,2023-12-27,Premium,SMS,3189,706,22,3897.36,8720.8,3.43,22.13860144245845,3.1161473087818696
61298,Referral Program,2023-12-27,All,Social Media,6737,437,60,1121.22,2554.5,2.46,6.486566721092474,13.729977116704806
788,New User Discount,2023-12-26,Premium,Email,3595,994,71,2896.44,4004.21,3.55,27.64951321279555,7.142857142857142
342817,Weekend Special,2023-12-26,Inactive,App,5120,978,86,3253.05,8938.33,2.38,19.1015625,8.793456032719837
131109,Festival Offer,2023-12-26,Premium,Social Media,6471,322,49,1730.66,5117.01,2.15,4.97604697882862,15.217391304347828
317422,Flash Sale,2023-12-26,All,Email,2477,770,46,3274.94,9186.13,1.7,31.085991118288252,5.974025974025974
792614,Membership Drive,2023-12-26,Inactive,Email,2084,451,21,4840.43,5095.39,3.37,21.641074856046068,4.656319290465632
975514,Category Promotion,2023-12-26,New Users,Social Media,5129,546,89,2580.51,4589.79,2.2,10.645349970754534,16.3003663003663
242687,App Push Notification,2023-12-26,Premium,SMS,1942,501,93,2606.09,4028.84,1.83,25.79814624098867,18.562874251497004
617434,Email Campaign,2023-12-26,Inactive,Email,1276,244,90,3062.6,5647.17,1.8,19.122257053291534,36.885245901639344
358896,Referral Program,2023-12-26,Premium,Social Media,4060,324,82,2780.78,2556.13,2.31,7.980295566502463,25.308641975308642
558662,New User Discount,2023-12-25,Premium,App,8915,253,100,4241.64,2902.99,2.69,2.837913628715648,39.52569169960474
328403,Weekend Special,2023-12-25,Premium,Social Media,2902,828,10,4458.85,3397.63,2.83,28.532046864231564,1.2077294685990339
385595,Festival Offer,2023-12-25,All,SMS,3688,962,51,1656.82,6203.09,3.38,26.08459869848156,5.301455301455301
356347,Flash Sale,2023-12-25,All,App,2747,277,72,2618.31,8602.23,3.09,10.083727702948671,25.992779783393498
796779,Membership Drive,2023-12-25,Inactive,Email,6180,437,40,2309.24,3617.5,2.57,7.0711974110032365,9.153318077803203
203939,Category Promotion,2023-12-25,Premium,Social Media,4693,899,21,4676.87,8564.24,2.8,19.156190070317493,2.3359288097886544
952318,App Push Notification,2023-12-25,All,Social Media,8624,213,51,3113.8,5772.78,1.84,2.4698515769944343,23.943661971830984
600054,Email Campaign,2023-12-25,Inactive,SMS,9964,714,72,1392.57,6067.95,3.93,7.165796868727418,10.084033613445378
882690,Referral Program,2023-12-25,New Users,SMS,8247,113,50,3112.89,8878.47,2.2,1.3701952225051535,44.24778761061947
93562,New User Discount,2023-12-24,New Users,Social Media,2724,946,56,2386.53,8934.65,2.1,34.728340675477234,5.9196617336152215
204854,Weekend Special,2023-12-24,New Users,Email,5939,984,27,1259.57,3119.74,1.67,16.56844586630746,2.7439024390243905
146885,Festival Offer,2023-12-24,Inactive,Social Media,6207,211,70,1265.65,2971.38,2.62,3.3993877879813117,33.175355450236964
11123,Flash Sale,2023-12-24,All,App,4095,917,10,3467.8,9097.29,1.96,22.393162393162395,1.0905125408942202
96308,Membership Drive,2023-12-24,Premium,SMS,7414,190,42,4707.97,9129.51,2.08,2.5627191799298625,22.105263157894736
683776,Category Promotion,2023-12-24,Inactive,Email,4423,565,33,3755.46,5239.72,2.14,12.774135202351344,5.84070796460177
828029,App Push Notification,2023-12-24,Inactive,Social Media,4555,554,89,2051.76,5942.34,2.27,12.162458836443468,16.064981949458485
935917,Email Campaign,2023-12-24,New Users,SMS,1873,807,95,1819.97,7403.33,1.58,43.08595835557929,11.771995043370508
165276,Referral Program,2023-12-24,All,App,8708,197,93,1661.64,2127.18,3.11,2.262287551676619,47.20812182741117
761155,New User Discount,2023-12-23,New Users,SMS,7574,964,83,4732.98,9291.31,3.94,12.727752838658567,8.609958506224066
659615,Weekend Special,2023-12-23,Premium,Email,7406,225,21,1983.16,5949.39,3.22,3.038077234674588,9.333333333333334
168803,Festival Offer,2023-12-23,Premium,Email,4390,900,67,1047.34,6464.03,2.08,20.50113895216401,7.444444444444444
904535,Flash Sale,2023-12-23,Premium,App,6364,374,76,1919.31,5543.2,1.6,5.876807039597738,20.32085561497326
935353,Membership Drive,2023-12-23,All,App,4522,479,41,3667.51,9685.64,3.72,10.59265811587793,8.559498956158663
616855,Category Promotion,2023-12-23,New Users,Email,7652,291,78,2503.67,7073.24,3.97,3.8029273392577103,26.804123711340207
604479,App Push Notification,2023-12-23,Inactive,Email,3988,581,16,1534.99,8282.28,1.97,14.568706118355065,2.753872633390706
765209,Email Campaign,2023-12-23,All,Social Media,9164,354,11,3572.93,6815.44,2.53,3.862941946748145,3.1073446327683616
408037,Referral Program,2023-12-23,Premium,App,7433,545,73,2160.66,3496.4,2.73,7.3321673617651015,13.394495412844037
761531,New User Discount,2023-12-22,All,Social Media,6773,711,23,1431.87,5049.63,2.02,10.497563856489,3.2348804500703237
499253,Weekend Special,2023-12-22,Premium,SMS,8451,781,20,1577.17,4973.89,3.29,9.241509880487516,2.560819462227913
440818,Festival Offer,2023-12-22,Premium,SMS,1554,603,93,1735.96,2547.85,2.37,38.803088803088805,15.422885572139302
752665,Flash Sale,2023-12-22,New Users,Email,8931,358,43,2348.19,9634.47,2.04,4.00850968536558,12.011173184357542
262602,Membership Drive,2023-12-22,Inactive,SMS,6703,924,33,3383.88,5083.82,2.47,13.784872445173802,3.571428571428571
242175,Category Promotion,2023-12-22,All,Email,9066,388,31,1543.89,5396.61,1.88,4.2797264504743,7.989690721649484
352482,App Push Notification,2023-12-22,All,Email,1054,802,50,2613.86,3259.64,3.37,76.0910815939279,6.234413965087282
116113,Email Campaign,2023-12-22,Inactive,App,5217,152,60,4572.39,7909.83,1.76,2.9135518497220625,39.473684210526315
979857,Referral Program,2023-12-22,Inactive,App,1151,842,49,1355.58,3543.75,3.31,73.1537793223284,5.819477434679335
406279,New User Discount,2023-12-21,Premium,SMS,6516,309,87,4093.01,9386.39,2.72,4.7421731123388575,28.155339805825243
684169,Weekend Special,2023-12-21,All,Email,5446,340,35,3499.66,9127.65,3.78,6.243114212265883,10.294117647058822
172626,Festival Offer,2023-12-21,Premium,Email,2884,201,42,1895.05,9185.97,2.61,6.969486823855756,20.8955223880597
992240,Flash Sale,2023-12-21,Premium,Social Media,9767,823,70,3887.63,2147.45,1.68,8.42633357223303,8.50546780072904
484927,Membership Drive,2023-12-21,Premium,SMS,2382,932,12,1499.99,9226.71,3.17,39.126784214945424,1.2875536480686696
231048,Category Promotion,2023-12-21,All,Social Media,5295,563,13,4285.35,9792.35,2.9,10.632672332389047,2.3090586145648313
610154,App Push Notification,2023-12-21,New Users,SMS,3061,145,22,2829.46,4528.99,3.73,4.737014047696831,15.172413793103448
665642,Email Campaign,2023-12-21,Inactive,SMS,6732,548,78,4274.51,5277.18,3.98,8.14022578728461,14.233576642335766
642895,Referral Program,2023-12-21,Premium,Email,9784,753,92,1245.53,6608.72,3.13,7.696238757154537,12.217795484727755
397247,New User Discount,2023-12-20,Premium,Social Media,5103,405,35,4506.66,7648.1,1.61,7.936507936507936,8.641975308641975
233932,Weekend Special,2023-12-20,New Users,Social Media,4361,697,45,1764.88,9511.03,3.37,15.98257280440266,6.456241032998565
994061,Festival Offer,2023-12-20,Inactive,Email,2738,745,65,4044.68,9632.1,3.84,27.20964207450694,8.724832214765101
456276,Flash Sale,2023-12-20,Inactive,SMS,5544,107,24,3753.59,2325.22,2.54,1.93001443001443,22.429906542056074
912737,Membership Drive,2023-12-20,Inactive,Email,3158,794,52,4416.2,2642.85,2.41,25.142495250158326,6.54911838790932
90342,Category Promotion,2023-12-20,All,Social Media,3669,806,77,3066.77,4680.02,3.37,21.967838648133007,9.553349875930522
381935,App Push Notification,2023-12-20,All,App,6180,240,48,2482.03,6825.68,1.96,3.8834951456310676,20.0
823153,Email Campaign,2023-12-20,New Users,App,3680,250,47,3972.33,8910.03,1.57,6.7934782608695645,18.8
842159,Referral Program,2023-12-20,Inactive,SMS,5594,121,83,1417.7,6288.79,1.72,2.163031819806936,68.59504132231406
424369,New User Discount,2023-12-19,Inactive,SMS,5282,418,27,1237.0,6933.85,1.69,7.913669064748201,6.4593301435406705
524236,Weekend Special,2023-12-19,Premium,Social Media,5709,373,89,1467.33,4489.21,3.99,6.533543527763181,23.86058981233244
